Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,
15/04/2020,Mizoram,,,,94,Samples Collected,1,,,,253,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1542020,,,1.06%,0.08,79,94,1192000,
16/04/2020,Mizoram,,,,94,Samples Collected,1,,,,253,Facility,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1642020,,,1.06%,0.08,79,94,1192000,
18/04/2020,Mizoram,,,,102,Samples Collected,1,,,,253,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1842020,,,0.98%,0.09,86,102,1192000,
19/04/2020,Mizoram,,,,116,Samples Collected,1,,,,253,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1942020,,,0.86%,0.10,97,116,1192000,
20/04/2020,Mizoram,,,,132,Samples Collected,1,,,,253,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2042020,,,0.76%,0.11,111,132,1192000,
21/04/2020,Mizoram,,,,135,Samples Collected,1,,,,,,,,,,,,,,,,https://t.me/indiacovid/2898?single,,,0.74%,0.11,113,135,1192000,
22/04/2020,Mizoram,,,,135,Samples Collected,1,,,,253,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2242020,,,0.74%,0.11,113,135,1192000,
23/04/2020,Mizoram,,,,137,Samples Collected,1,,,,253,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2342020,,,0.73%,0.11,115,137,1192000,
26/04/2020,Mizoram,,,,146,Samples Collected,1,,,,253,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2642020,,,0.68%,0.12,122,146,1192000,
27/04/2020,Mizoram,,,,146,Samples Collected,1,,,,253,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2742020,,,0.68%,0.12,122,146,1192000,
28/04/2020,Mizoram,,,,158,Samples Collected,1,,,,253,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2842020,,,0.63%,0.13,133,158,1192000,
29/04/2020,Mizoram,,,,179,Samples Collected,1,,,,253,Facility,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2942020,,,0.56%,0.15,150,179,1192000,
30/04/2020,Mizoram,,,,180,Samples Collected,1,,,,253,Facility,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-3042020,,,0.56%,0.15,151,180,1192000,
01/05/2020,Mizoram,,,,180,Samples Collected,1,,,,794,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3042020-500pm-152020-500-pm,,,0.56%,0.15,151,180,1192000,
02/05/2020,Mizoram,,,,183,Samples Collected,1,,,,1142,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-152020-500pm-252020-500-pm,,,0.55%,0.15,154,183,1192000,
03/05/2020,Mizoram,,,,183,Samples Collected,1,,,,1878,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-252020-500pm-352020-500-pm,,,0.55%,0.15,154,183,1192000,
04/05/2020,Mizoram,,,,183,Samples Collected,1,,,,1949,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-352020-500pm-452020-500-pm,,,0.55%,0.15,154,183,1192000,
05/05/2020,Mizoram,,,,188,Samples Collected,1,,,,2045,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-452020-500pm-552020-500-pm,,,0.53%,0.16,158,188,1192000,
06/05/2020,Mizoram,,,,195,Samples Collected,1,,,,2111,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-552020-500pm-652020-500-pm,,,0.51%,0.16,164,195,1192000,
07/05/2020,Mizoram,,,,197,Samples Collected,1,,,,2137,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-652020-500pm-752020-500-pm,,,0.51%,0.17,165,197,1192000,
08/05/2020,Mizoram,,,,199,Samples Collected,1,,,,2161,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-752020-500pm-852020-500-pm,,,0.50%,0.17,167,199,1192000,
09/05/2020,Mizoram,,,,201,Samples Collected,1,,,,2161,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-852020-500pm-952020-500-pm,,,0.50%,0.17,169,201,1192000,
10/05/2020,Mizoram,,,,201,Samples Collected,1,,,,2161,Facility,,,,,,,,,,,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-952020-500pm-1052020-500-pm,,,0.50%,0.17,169,201,1192000,
11/05/2020,Mizoram,,,,206,Samples Collected,1,,,,2229,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1052020-500pm-1152020-500-pm,,,0.49%,0.17,173,206,1192000,
12/05/2020,Mizoram,,,,224,Samples Collected,1,,,,2259,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1152020-500pm-1252020-500-pm,,,0.45%,0.19,188,224,1192000,
13/05/2020,Mizoram,,,,224,Samples Collected,1,,,,2273,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1252020-500pm-1352020-500-pm,,,0.45%,0.19,188,224,1192000,
14/05/2020,Mizoram,,,,273,Samples Collected,1,,,,2311,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1352020-500pm-1452020-500-pm,,,0.37%,0.23,229,273,1192000,
15/05/2020,Mizoram,,,,273,Samples Collected,1,,,,2350,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1452020-500pm-1552020-500-pm,,,0.37%,0.23,229,273,1192000,
16/05/2020,Mizoram,,,,282,Samples Collected,1,,,,2875,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1552020-500pm-1652020-500-pm,,,0.35%,0.24,237,282,1192000,
17/05/2020,Mizoram,,,,282,Samples Collected,1,,,,2875,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1652020-500pm-1752020-500-pm,,,0.35%,0.24,237,282,1192000,
18/05/2020,Mizoram,,,,301,Samples Collected,1,,,,3216,Facility,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-19-bulletin-date-18052020,,,0.33%,0.25,253,301,1192000,
19/05/2020,Mizoram,,,,313,Samples Collected,1,,,,3222,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1852020-500pm-1952020-500-pm,,,0.32%,0.26,263,313,1192000,
20/05/2020,Mizoram,,,,315,Samples Collected,1,,,,3251,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1952020-500pm-2052020-500-pm,,,0.32%,0.26,264,315,1192000,
21/05/2020,Mizoram,,,,320,Samples Collected,1,,,,3373,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2052020-500pm-2152020-500-pm,,,0.31%,0.27,268,320,1192000,
22/05/2020,Mizoram,,,,324,Samples Collected,1,,,,3460,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2152020-500pm-2252020-500-pm,,,0.31%,0.27,272,324,1192000,
23/05/2020,Mizoram,,,,336,Samples Collected,1,,,,3534,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2252020-500pm-2352020-500-pm,,,0.30%,0.28,282,336,1192000,
24/05/2020,Mizoram,,,,342,Samples Collected,1,,,,3860,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2352020-500pm-2452020-500-pm,,,0.29%,0.29,287,342,1192000,
25/05/2020,Mizoram,,,,359,Samples Collected,1,,,,4494,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2452020-500pm-2552020-500-pm,,,0.28%,0.30,301,359,1192000,
26/05/2020,Mizoram,,,,438,Samples Collected,1,,,,4571,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2552020-500pm-2652020-500-pm,,,0.23%,0.37,367,438,1192000,
28/05/2020,Mizoram,,,,516,Samples Collected,1,,,,4697,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2752020-500pm-2852020-500-pm,,,0.19%,0.43,433,516,1192000,
29/05/2020,Mizoram,,,,529,Samples Collected,1,,,,4771,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2852020-500pm-2952020-500-pm,,,0.19%,0.44,444,529,1192000,
30/05/2020,Mizoram,,,,686,Samples Collected,1,,,,5329,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2952020-500pm-3052020-500-pm,,,0.15%,0.58,576,686,1192000,
31/05/2020,Mizoram,,,,777,Samples Collected,1,,,,6456,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3052020-500pm-3152020-500-pm,https://dipr.mizoram.gov.in/uploads/attachments/bd955a7b9fdb13dc6c598c5cfd343851/3152020-covid-19-bulletin-hfw-gom-mz.pdf,,0.13%,0.65,652,777,1192000,
01/06/2020,Mizoram,,,,896,Samples Collected,1,,,,6832,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3152020-500pm-162020-500-pm,https://dipr.mizoram.gov.in/uploads/attachments/73d5053a48d54dc8670be52e89f32b61/162020-covid-19-bulletin-hfw-gom-mz.pdf,,0.11%,0.75,752,896,1192000,
02/06/2020,Mizoram,,,,1012,Samples Collected,13,,,,7686,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-162020-500pm-262020-500-pm,https://dipr.mizoram.gov.in/uploads/attachments/aab671756a23d9531a8162962938626a/262020-covid-19-bulletin-hfw-gom-mz.pdf,,1.28%,0.85,849,78,1192000,
03/06/2020,Mizoram,,,,1095,Samples Collected,14,,,,8073,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-262020-500pm-362020-500-pm,,,1.28%,0.92,919,78,1192000,
04/06/2020,Mizoram,,,,1346,Samples Collected,17,,,,8342,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-362020-500pm-462020-500-pm,,,1.26%,1.13,1129,79,1192000,
05/06/2020,Mizoram,,,,1687,Samples Collected,22,,,,8926,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-462020-500pm-562020-500-pm,,,1.30%,1.42,1415,77,1192000,
06/06/2020,Mizoram,,,,1991,Samples Collected,24,,,,9229,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-562020-500pm-662020-500-pm,https://dipr.mizoram.gov.in/uploads/attachments/bae2462d245bc714bb2b42e5f0bb54d8/662020-covid-19-bulletin-hfw-gom-mz.pdf,,1.21%,1.67,1670,83,1192000,
07/06/2020,Mizoram,,,,2252,Samples Collected,34,,,,9543,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-662020-500pm-762020-500-pm,https://dipr.mizoram.gov.in/uploads/attachments/2dade7a328e97b796c2a6d057b89f042/762020-covid-19-bulletin-hfw-gom-mz.pdf,,1.51%,1.89,1889,66,1192000,
08/06/2020,Mizoram,,,,2496,Samples Collected,42,,,,9621,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-762020-500pm-862020-500-pm,,,1.68%,2.09,2094,59,1192000,
09/06/2020,Mizoram,,,,2747,Samples Collected,88,,,,9647,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-862020-500pm-962020-500-pm,,,3.20%,2.30,2305,31,1192000,
10/06/2020,Mizoram,,,,2747,Samples Collected,102,,,,9647,Facility,,,,,,,,,,,https://twitter.com/ZoramthangaCM/status/1270902388245684224/photo/1,,,3.71%,2.30,2305,27,1192000,
11/06/2020,Mizoram,,,,3152,Samples Collected,104,,,,9797,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1062020-500pm-1162020-500-pm,https://twitter.com/ZoramthangaCM/status/1271271485441748992/photo/1,,3.30%,2.64,2644,30,1192000,
12/06/2020,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,1192000,
13/06/2020,Mizoram,,,,3727,Samples Collected,107,,,,9940,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1262020-500pm-1362020-500-pm,,,2.87%,3.13,3127,35,1192000,
14/06/2020,Mizoram,,,,4327,Samples Collected,112,,,,9989,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1362020-500pm-1462020-500-pm,,,2.59%,3.63,3630,39,1192000,
15/06/2020,Mizoram,,,,4919,Samples Collected,117,,,,10044,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1462020-500pm-1562020-500-pm,,,2.38%,4.13,4127,42,1192000,
16/06/2020,Mizoram,,,,5524,Samples Collected,121,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1562020-500pm-1662020-500-pm,,,2.19%,4.63,4634,46,1192000,
17/06/2020,Mizoram,,,,6035,Samples Collected,121,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1662020-500pm-1762020-500-pm,,,2.00%,5.06,5063,50,1192000,
18/06/2020,Mizoram,,,,6661,Samples Collected,130,,,,,,,,,,,,,,,,https://health.mizoram.gov.in/post/covid-bulletin-180620,,,1.95%,5.59,5588,51,1192000,
19/06/2020,Mizoram,,,,7496,Samples Collected,130,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1862020-500pm-1962020-500-pm,,,1.73%,6.29,6289,58,1192000,
20/06/2020,Mizoram,,,,8284,Samples Collected,140,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1962020-500pm-2062020-500-pm,,,1.69%,6.95,6950,59,1192000,
21/06/2020,Mizoram,,,,8718,Samples Collected,141,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2062020-500pm-2162020-500-pm,,,1.62%,7.31,7314,62,1192000,
22/06/2020,Mizoram,,,,9277,Samples Collected,142,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2162020-500pm-2262020-500-pm,,,1.53%,7.78,7783,65,1192000,
23/06/2020,Mizoram,,,,9840,Samples Collected,142,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2262020-500pm-2362020-500-pm,,,1.44%,8.26,8255,69,1192000,
24/06/2020,Mizoram,,,,10486,Samples Collected,145,,,,,,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2362020-500pm-2462020-500-pm,,,1.38%,8.80,8797,72,1192000,
25/06/2020,Mizoram,,,,11672,Samples Collected,145,,,,9247,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2462020-500pm-2562020-500-pm,https://dipr.mizoram.gov.in/,,1.24%,9.79,9792,80,1192000,
26/06/2020,Mizoram,,,,12753,Samples Collected,147,,,,9308,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2562020-500pm-2662020-500-pm,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2462020-500pm-2562020-500-pm,,1.15%,10.70,10699,87,1192000,
27/06/2020,Mizoram,,,,12846,Samples Collected,150,,,,9366,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2662020-500pm-2762020-500-pm,https://dipr.mizoram.gov.in/,,1.17%,10.78,10777,86,1192000,
28/06/2020,Mizoram,,,,13012,Samples Collected,151,,,,9422,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/uploads/attachments/0a672dd112405baab592d32f566686b0/2862020-covid-19-bulletin-hfw-gom-eng.pdf,https://dipr.mizoram.gov.in/,,1.16%,10.92,10916,86,1192000,
29/06/2020,Mizoram,,,,13072,Samples Collected,151,,,,9436,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/uploads/attachments/92ea9abdce2c81fa34cad2b43749d59b/2962020-covid-19-bulletin-hfw-gom-mz.pdf,https://dipr.mizoram.gov.in/,,1.16%,10.97,10966,87,1192000,
30/06/2020,Mizoram,,,,13746,Samples Collected,151,,,,9467,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2962020-500pm-3062020-500-pm,https://dipr.mizoram.gov.in/,,1.10%,11.53,11532,91,1192000,
01/07/2020,Mizoram,,,,13886,Samples Collected,160,,,,9517,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3062020-500pm-0172020-500-pm,https://dipr.mizoram.gov.in/,,1.15%,11.65,11649,87,1192000,
02/07/2020,Mizoram,,,,13931,Samples Collected,160,,,,9582,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-172020-500pm-272020-500-pm,https://dipr.mizoram.gov.in/,,1.15%,11.69,11687,87,1192000,
03/07/2020,Mizoram,,,,14370,Samples Collected,162,,,,9634,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-272020-500pm-372020-500-pm,https://dipr.mizoram.gov.in/,,1.13%,12.06,12055,89,1192000,
04/07/2020,Mizoram,,,,14509,Samples Collected,164,,,,9697,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-372020-500pm-472020-500-pm,https://dipr.mizoram.gov.in/,,1.13%,12.17,12172,88,1192000,
05/07/2020,Mizoram,,,,14981,Samples Collected,186,,,,9857,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-472020-500pm-572020-500-pm,https://dipr.mizoram.gov.in/,,1.24%,12.57,12568,81,1192000,
06/07/2020,Mizoram,,,,15006,Samples Collected,191,,,,9988,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-572020-500pm-672020-500-pm,https://dipr.mizoram.gov.in/,,1.27%,12.59,12589,79,1192000,
07/07/2020,Mizoram,,,,15058,Samples Collected,197,,,,10103,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-672020-500pm-772020-500-pm,https://dipr.mizoram.gov.in/,,1.31%,12.63,12633,76,1192000,
08/07/2020,Mizoram,,,,15183,Samples Collected,201,,,,10222,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-772020-500pm-872020-500-pm,https://dipr.mizoram.gov.in/,,1.32%,12.74,12737,76,1192000,
09/07/2020,Mizoram,,,,15523,Samples Collected,203,,,,10393,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-872020-500pm-972020-500-pm,https://dipr.mizoram.gov.in/,,1.31%,13.02,13023,76,1192000,
10/07/2020,Mizoram,,,,15868,Samples Collected,226,,,,10469,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-972020-500pm-1072020-500-pm,https://dipr.mizoram.gov.in/,,1.42%,13.31,13312,70,1192000,
11/07/2020,Mizoram,,,,16396,Samples Collected,226,,,,10469,Facility,,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1072020-500pm-1172020-500-pm,https://dipr.mizoram.gov.in/,,1.38%,13.76,13755,73,1192000,
12/07/2020,Mizoram,,,,16696,Samples Collected,227,,,,10643,Facility,9124,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1172020-500pm-1272020-500-pm,https://dipr.mizoram.gov.in/,,1.36%,14.01,14007,74,1192000,
13/07/2020,Mizoram,,,,16914,Samples Collected,233,,,,10683,Facility,9175,,,,,,,,,,https://twitter.com/dipr_mizoram/status/1282729129947750400?s=20,https://dipr.mizoram.gov.in/,,1.38%,14.19,14190,73,1192000,
14/07/2020,Mizoram,,,,16914,Samples Collected,233,,,,10763,Facility,9258,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1372020-500pm-1472020-500-pm,https://dipr.mizoram.gov.in/,,1.38%,14.19,14190,73,1192000,
15/07/2020,Mizoram,,,,17168,Samples Collected,238,,,,10828,Facility,9290,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1472020-500pm-1572020-500-pm,https://dipr.mizoram.gov.in/,,1.39%,14.40,14403,72,1192000,
16/07/2020,Mizoram,,,,17489,Samples Collected,267,,,,10875,Facility,9363,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1572020-500pm-1672020-500-pm,https://dipr.mizoram.gov.in/,,1.53%,14.67,14672,66,1192000,
17/07/2020,Mizoram,,,,17760,Samples Collected,272,,,,10968,Facility,9432,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1672020-500pm-1772020-500-pm,https://dipr.mizoram.gov.in/,,1.53%,14.90,14899,65,1192000,
18/07/2020,Mizoram,,,,17963,Samples Collected,282,,,,11043,Facility,9535,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1772020-500pm-1872020-500-pm,https://dipr.mizoram.gov.in/,,1.57%,15.07,15070,64,1192000,
19/07/2020,Mizoram,,,,18147,Samples Collected,284,,,,11043,Facility,9535,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1872020-500pm-1972020-500-pm,https://dipr.mizoram.gov.in/,,1.56%,15.22,15224,64,1192000,
20/07/2020,Mizoram,,,,18147,Samples Collected,284,,,,11273,Facility,9753,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1972020-500pm-2072020-500-pm,https://dipr.mizoram.gov.in/,,1.56%,15.22,15224,64,1192000,
21/07/2020,Mizoram,,,,18297,Samples Collected,297,,,,11324,Facility,9861,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2072020-500pm-2172020-500-pm,https://dipr.mizoram.gov.in/,,1.62%,15.35,15350,62,1192000,
22/07/2020,Mizoram,,,,18603,Samples Collected,317,,,,11432,Facility,9948,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2172020-500pm-2272020-500-pm,https://dipr.mizoram.gov.in/,,1.70%,15.61,15607,59,1192000,
23/07/2020,Mizoram,,,,19014,Samples Collected,326,,,,11502,Facility,10075,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2272020-500pm-2372020-500-pm,https://dipr.mizoram.gov.in/,,1.71%,15.95,15951,58,1192000,
24/07/2020,Mizoram,,,,19238,Samples Collected,332,,,,11630,Facility,10164,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2372020-500pm-2472020-500-pm,https://dipr.mizoram.gov.in/,,1.73%,16.14,16139,58,1192000,
25/07/2020,Mizoram,,,,19781,Samples Collected,361,,,,11780,Facility,10265,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2472020-500pm-2572020-500-pm,https://dipr.mizoram.gov.in/,,1.82%,16.59,16595,55,1192000,
26/07/2020,Mizoram,,,,20053,Samples Collected,361,,,,11908,Facility,10341,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2572020-500pm-2672020-500-pm,https://dipr.mizoram.gov.in/,,1.80%,16.82,16823,56,1192000,
27/07/2020,Mizoram,,,,20053,Samples Collected,361,,,,11950,Facility,10385,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2672020-500pm-2772020-500-pm,https://dipr.mizoram.gov.in/,,1.80%,16.82,16823,56,1192000,
28/07/2020,Mizoram,,,,20442,Samples Collected,384,,,,12013,Facility,10418,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2772020-500pm-2872020-500-pm,https://dipr.mizoram.gov.in/,,1.88%,17.15,17149,53,1192000,
29/07/2020,Mizoram,,,,20597,Samples Collected,395,,,,12065,Facility,10454,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2872020-500pm-2972020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on29-07-2020-time-400-pm,,1.92%,17.28,17279,52,1192000,
30/07/2020,Mizoram,,,,20798,Samples Collected,397,,,,12083,Facility,10486,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2972020-500pm-3072020-500-pm,https://dipr.mizoram.gov.in/,,1.91%,17.45,17448,52,1192000,
31/07/2020,Mizoram,,,,21118,Samples Collected,408,,,,12189,Facility,10546,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3072020-500pm-3172020-500-pm,https://dipr.mizoram.gov.in/,,1.93%,17.72,17716,52,1192000,
01/08/2020,Mizoram,,,,21294,Samples Collected,413,,,,12273,Facility,10671,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3172020-500pm-182020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-01-08-2020-time-400pm,https://dipr.mizoram.gov.in/,1.94%,17.86,17864,52,1192000,
02/08/2020,Mizoram,,,,21523,Samples Collected,468,,,,12314,Facility,10738,,,,,,,,,,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-182020-500pm-282020-500-pm,https://dipr.mizoram.gov.in/post/district-daily-report-on-status-of-government-quarantine-facilities-as-on-02-08-2020-time-400pm,https://dipr.mizoram.gov.in/,2.17%,18.06,18056,46,1192000,
